Employee_ID,Age,Gender,Department,Job_Role,Education,Experience_Years,Monthly_Salary,Performance_Rating,Attendance_Percentage,Training_Hours,Promotions_Last_5_Years,Attrition
1354,45,Male,Operations,Analyst,Post Graduate,7,26984,4,82.75,35,0,No
1355,25,Other,HR,Analyst,Graduate,4,105750,4,66.23,39,0,No
1356,31,Male,IT,Manager,Graduate,29,31447,3,70.8,25,1,No
1357,54,Male,Finance,Analyst,Diploma,27,140968,3,84.34,8,3,No
1358,44,Female,IT,Senior Manager,Graduate,26,34560,4,89.0,52,1,No
1359,35,Male,Operations,Senior Manager,Graduate,21,117109,1,85.44,80,3,No
1360,58,Other,HR,Executive,Post Graduate,29,19323,1,88.55,69,0,No
1361,28,Female,Finance,Associate,Post Graduate,6,101717,1,83.26,85,3,No
1362,25,Other,Operations,Manager,PhD,29,19023,4,93.43,79,0,No
1363,46,Female,Sales,Manager,Post Graduate,12,31778,5,93.07,85,0,Yes
1364,38,Other,Operations,Analyst,PhD,21,145963,1,91.85,52,0,Yes
1365,26,Male,Marketing,Team Lead,Post Graduate,10,102464,5,83.02,38,0,No
1366,57,Male,Sales,Team Lead,PhD,4,32404,1,99.77,60,1,No
1367,33,Male,IT,Associate,Post Graduate,21,128341,4,61.56,51,1,No
1368,48,Other,Sales,Team Lead,Post Graduate,14,100392,1,67.83,67,0,No
1369,25,Female,Operations,Associate,Diploma,30,22747,5,92.36,67,1,No
1370,33,Female,Sales,Executive,Post Graduate,28,111381,2,93.05,72,1,No
1371,37,Female,Marketing,Manager,PhD,16,119673,5,92.75,77,3,No
1372,52,Male,Operations,Analyst,Diploma,5,58729,2,94.91,41,2,No
1373,49,Other,Marketing,Executive,PhD,16,68577,5,76.9,89,0,No
1374,23,Female,Sales,Senior Manager,Post Graduate,33,26149,1,97.27,66,0,No
1375,54,Other,Marketing,Senior Manager,Post Graduate,22,25410,1,68.37,95,3,No
1376,47,Female,Sales,Senior Manager,PhD,29,41624,5,97.48,74,1,No
1377,33,Male,Finance,Associate,Graduate,12,91636,1,82.27,50,3,No
1378,53,Other,Sales,Associate,Diploma,29,37224,1,66.56,2,1,No
1379,26,Female,HR,Manager,Diploma,19,82824,4,89.44,12,3,No
1380,44,Female,Marketing,Senior Manager,Post Graduate,5,101599,3,71.84,12,1,Yes
1381,39,Female,Marketing,Associate,Diploma,30,94891,3,68.82,60,1,No
1382,36,Female,IT,Associate,PhD,18,38000,5,66.88,23,3,No
1383,48,Male,IT,Team Lead,Post Graduate,5,103020,3,61.18,19,0,Yes
1384,53,Female,HR,Associate,Diploma,33,75748,2,90.59,73,3,No
1385,33,Female,Marketing,Senior Manager,High School,27,111305,5,79.46,86,1,No
1386,45,Male,Marketing,Executive,Diploma,12,102937,5,99.15,96,1,No
1387,56,Female,IT,Senior Manager,PhD,9,56229,2,77.57,54,0,Yes
1388,47,Other,IT,Team Lead,Diploma,6,142337,3,93.73,34,1,No
1389,58,Other,Sales,Senior Manager,Graduate,17,98566,2,98.72,77,3,No
1390,27,Female,Operations,Analyst,Graduate,21,132760,1,60.9,79,2,No
1391,25,Male,Marketing,Team Lead,Post Graduate,13,25777,5,64.21,29,0,No
1392,51,Male,Marketing,Manager,Graduate,7,129158,4,73.91,82,3,No
1393,43,Male,Sales,Senior Manager,PhD,11,134981,2,94.8,32,1,No
1394,30,Female,Marketing,Associate,High School,32,108217,5,93.52,40,1,No
1395,52,Female,HR,Executive,High School,23,52448,5,74.67,65,0,No
1396,50,Other,IT,Senior Manager,Post Graduate,13,58570,2,68.0,48,3,No
1397,59,Male,IT,Executive,Post Graduate,4,115054,4,92.09,7,1,No
1398,51,Female,Operations,Analyst,Graduate,18,91328,5,83.88,83,3,No
1399,38,Female,IT,Manager,PhD,2,27598,1,61.26,2,3,Yes
1400,56,Female,Finance,Associate,Graduate,0,132659,1,92.17,84,2,No
1401,22,Male,HR,Team Lead,PhD,32,60244,1,98.28,64,3,No
1402,34,Male,HR,Team Lead,PhD,16,59545,4,61.68,84,2,No
1403,33,Other,Sales,Manager,High School,8,127843,3,71.43,71,0,No
1404,49,Male,Finance,Analyst,PhD,30,90242,1,92.78,1,2,No
1405,32,Female,Marketing,Analyst,Diploma,34,61747,2,83.39,86,3,No
1406,59,Other,Operations,Senior Manager,PhD,2,120947,3,99.57,40,0,No
1407,22,Male,HR,Analyst,High School,12,36451,2,96.62,52,2,No
1408,52,Male,Finance,Senior Manager,Graduate,13,99281,4,67.13,74,0,No
1409,33,Male,Finance,Executive,PhD,5,131654,1,86.96,15,1,Yes
1410,47,Male,HR,Manager,Diploma,28,59604,5,86.13,8,3,No
1411,37,Female,Sales,Executive,Post Graduate,8,39935,1,64.43,95,1,Yes
1412,51,Male,Finance,Executive,Graduate,22,78655,4,63.58,38,0,No
1413,54,Female,IT,Executive,Post Graduate,14,36016,1,82.78,63,2,No
1414,44,Female,Finance,Executive,Diploma,6,80583,1,76.12,35,0,No
1415,55,Female,Marketing,Team Lead,High School,24,148360,1,81.82,22,1,No
1416,26,Other,HR,Analyst,High School,22,137250,4,69.55,46,3,Yes
1417,39,Female,Marketing,Manager,Graduate,10,124626,1,82.27,48,0,No
1418,50,Male,Sales,Manager,PhD,7,40656,5,75.34,54,1,No
1419,27,Other,Operations,Associate,PhD,0,96602,5,95.5,93,0,No
1420,30,Male,IT,Executive,Post Graduate,12,134233,3,72.24,9,0,No
1421,52,Female,HR,Manager,High School,15,29069,3,94.83,62,3,No
1422,54,Male,Finance,Senior Manager,PhD,12,100331,3,75.6,94,2,No
1423,48,Other,IT,Manager,PhD,13,143725,3,83.13,25,1,No
1424,35,Other,Finance,Executive,High School,12,82073,5,71.46,47,0,Yes
1425,50,Male,Sales,Manager,High School,11,70221,3,92.36,29,3,No
1426,57,Male,Operations,Analyst,Diploma,27,113486,2,93.75,1,0,No
1427,49,Male,HR,Executive,Post Graduate,21,114837,4,92.36,28,2,Yes
1428,42,Other,Sales,Team Lead,High School,19,61174,4,85.59,53,3,Yes
1429,24,Female,Sales,Analyst,Diploma,18,141365,5,72.19,31,3,No
1430,40,Male,Operations,Manager,High School,10,80691,4,85.46,37,0,No
1431,52,Female,Sales,Team Lead,Graduate,29,102731,4,98.38,20,3,No
1432,56,Other,Sales,Associate,Graduate,25,107256,1,85.94,26,0,No
1433,24,Male,Finance,Analyst,Graduate,14,139272,3,98.26,87,3,No
1434,47,Male,Marketing,Associate,High School,29,95109,3,72.18,33,0,No
1435,37,Other,Finance,Senior Manager,PhD,28,80366,1,93.84,22,3,No
1436,32,Male,Operations,Analyst,PhD,31,22977,5,88.74,77,2,Yes
1437,42,Female,IT,Team Lead,Graduate,29,43853,2,92.77,38,2,No
1438,37,Other,Operations,Associate,Post Graduate,15,20274,5,88.43,68,2,No
1439,30,Other,Operations,Senior Manager,Diploma,17,85394,2,79.21,72,0,Yes
1440,21,Male,Operations,Associate,Graduate,27,128432,2,87.46,44,0,No
1441,42,Other,Operations,Manager,Diploma,18,144200,1,97.28,62,0,Yes
1442,46,Male,Sales,Executive,Diploma,10,75323,5,76.7,7,2,No
1443,38,Male,Operations,Associate,Graduate,16,52446,3,98.07,6,3,No
1444,34,Other,IT,Manager,PhD,20,76011,5,61.98,29,0,No
1445,49,Male,Operations,Executive,Post Graduate,33,37423,5,60.57,11,0,No
1446,32,Female,Finance,Executive,Graduate,32,30963,2,79.75,19,0,Yes
1447,56,Female,Sales,Team Lead,Diploma,28,101896,2,93.94,63,3,No
1448,55,Male,Finance,Senior Manager,High School,3,125899,3,69.91,28,0,No
1449,32,Female,Sales,Senior Manager,High School,31,16699,3,87.74,54,1,No
1450,27,Male,Finance,Analyst,Diploma,10,145014,2,81.88,11,3,No
1451,49,Female,HR,Manager,Graduate,25,140143,5,71.63,83,2,No
1452,31,Other,Marketing,Team Lead,PhD,17,40289,2,71.43,21,3,No
1453,53,Male,Marketing,Associate,Graduate,31,66237,4,62.93,22,0,No
1454,26,Male,Sales,Manager,Post Graduate,26,98371,4,81.45,47,0,No
1455,35,Male,HR,Associate,High School,15,137116,2,78.01,44,2,No
1456,52,Male,IT,Associate,Diploma,9,98317,3,71.58,25,0,No
1457,31,Male,HR,Associate,PhD,33,119478,2,98.82,27,0,Yes
1458,43,Male,Sales,Analyst,Graduate,32,128032,5,92.74,54,0,No
1459,46,Other,HR,Analyst,Post Graduate,9,72768,4,81.0,72,1,No
1460,54,Other,IT,Team Lead,Graduate,25,48458,1,80.87,68,1,No
1461,54,Female,Sales,Analyst,Post Graduate,24,128717,3,67.74,1,2,No
1462,49,Male,Marketing,Team Lead,Graduate,1,22898,1,85.97,27,2,Yes
1463,24,Female,Operations,Analyst,PhD,25,112783,3,98.15,76,3,No
1464,37,Female,HR,Senior Manager,PhD,19,72115,1,95.93,78,0,No
1465,55,Other,Marketing,Team Lead,Diploma,2,133698,1,63.39,52,3,No
1466,33,Female,Marketing,Senior Manager,PhD,31,92252,2,62.12,13,0,No
1467,59,Other,Finance,Senior Manager,Post Graduate,0,89503,3,98.45,45,3,No
1468,35,Female,IT,Team Lead,Diploma,23,134254,4,68.0,77,0,No
1469,49,Male,Operations,Manager,PhD,32,98985,1,82.02,66,3,No
1470,49,Female,HR,Executive,High School,34,145086,2,62.99,73,0,No
1471,31,Other,Marketing,Analyst,Post Graduate,16,146112,5,93.73,69,1,No
1472,52,Other,Marketing,Associate,Diploma,32,131932,3,64.71,19,0,No
1473,22,Other,IT,Analyst,Post Graduate,10,72642,3,85.75,34,2,No
1474,34,Female,Operations,Associate,Diploma,22,45383,4,62.27,47,2,No
1475,40,Female,Operations,Manager,Post Graduate,31,90538,1,66.27,42,3,No
1476,42,Other,Marketing,Executive,High School,18,138668,2,80.49,19,3,No
1477,31,Male,Marketing,Manager,PhD,11,79002,1,61.83,55,1,No
1478,47,Male,Marketing,Executive,Graduate,27,72726,2,67.82,2,3,No
1479,23,Female,Marketing,Team Lead,Graduate,1,81986,4,65.45,67,2,No
1480,37,Female,Finance,Team Lead,Graduate,9,145944,1,61.62,10,3,No
1481,48,Other,Finance,Associate,Diploma,18,141295,5,98.84,61,2,No
1482,49,Female,Operations,Senior Manager,PhD,27,66747,4,78.01,60,2,No
1483,41,Female,Sales,Senior Manager,Diploma,7,142482,4,94.36,94,1,No
1484,36,Other,HR,Associate,Diploma,22,121825,3,74.33,57,1,No
1485,57,Other,IT,Team Lead,Diploma,29,124550,2,61.7,28,0,Yes
1486,40,Female,Sales,Associate,Diploma,27,25727,1,87.83,37,2,No
1487,26,Male,Finance,Senior Manager,PhD,12,69061,2,61.55,83,3,No
1488,39,Female,Finance,Associate,Graduate,11,119929,4,82.11,87,2,No
1489,25,Male,Finance,Team Lead,Post Graduate,9,144495,1,65.56,86,2,No
1490,23,Male,Sales,Manager,Diploma,16,92236,5,86.83,21,0,No
1491,21,Male,Finance,Analyst,PhD,0,69693,2,95.71,85,1,No
1492,58,Other,Sales,Team Lead,High School,21,67973,2,98.23,40,0,No
1493,35,Other,Finance,Associate,Post Graduate,14,143558,5,81.11,83,0,No
1494,54,Other,Marketing,Team Lead,Diploma,15,84647,4,81.31,62,2,No
1495,55,Female,Marketing,Team Lead,Diploma,19,15688,2,61.53,37,0,Yes
1496,45,Other,HR,Senior Manager,Post Graduate,9,27862,3,90.8,49,2,No
1497,44,Other,Finance,Associate,Post Graduate,25,86752,3,98.25,6,1,No
1498,32,Female,HR,Senior Manager,Diploma,22,115964,1,77.53,23,0,No
1499,38,Female,Sales,Associate,PhD,16,123794,5,91.75,45,2,No
1500,35,Male,HR,Senior Manager,High School,33,46269,4,91.9,24,3,No
1501,36,Female,Finance,Senior Manager,PhD,21,112564,3,91.43,77,0,No
1502,47,Female,Sales,Manager,Graduate,3,61873,1,90.35,28,2,Yes
1503,28,Other,Sales,Team Lead,Graduate,6,101668,1,68.6,66,3,No
1504,45,Male,Marketing,Manager,Graduate,4,87948,2,90.06,92,0,No
1505,37,Male,Sales,Senior Manager,Diploma,30,60330,4,65.78,79,2,Yes
1506,49,Female,Sales,Manager,High School,18,24465,3,88.5,84,2,No
1507,28,Other,HR,Team Lead,High School,3,87422,5,60.14,21,2,No
1508,35,Other,Operations,Team Lead,Diploma,21,113316,2,96.75,84,2,No
1509,47,Other,Sales,Senior Manager,Diploma,2,71627,3,93.1,85,1,No
1510,27,Other,IT,Team Lead,Diploma,22,148138,1,87.32,8,3,No
1511,23,Female,Operations,Manager,High School,3,120218,5,63.78,86,3,No
1512,49,Other,Marketing,Executive,Diploma,23,75421,1,93.0,48,1,No
1513,44,Male,Marketing,Team Lead,Post Graduate,13,114354,2,95.01,72,1,No
1514,23,Male,Sales,Manager,Post Graduate,2,49920,5,87.52,95,3,No
1515,40,Female,HR,Manager,Post Graduate,20,63406,5,99.04,35,3,No
1516,35,Other,Operations,Manager,Diploma,25,69939,2,63.72,99,3,No
1517,45,Other,Marketing,Team Lead,Post Graduate,0,91876,1,88.35,4,1,No
1518,50,Other,Marketing,Executive,Diploma,29,67793,5,80.99,89,2,No
1519,34,Other,IT,Senior Manager,Post Graduate,3,15173,4,65.82,3,1,No
1520,27,Female,Sales,Senior Manager,Diploma,13,120558,4,86.34,23,3,No
1521,37,Other,Operations,Team Lead,PhD,17,97368,1,91.98,40,1,No
1522,40,Female,Marketing,Team Lead,Graduate,11,29389,5,66.59,13,3,No
1523,56,Other,Marketing,Analyst,PhD,15,73794,1,91.74,90,0,No
1524,29,Other,Marketing,Associate,Graduate,0,20835,4,63.72,11,2,No
1525,58,Male,Marketing,Executive,Graduate,2,42062,5,83.66,81,3,No
1526,42,Female,HR,Manager,Post Graduate,34,46269,5,91.94,43,0,No
1527,22,Male,Finance,Associate,Graduate,14,140288,1,65.84,8,3,No
1528,44,Female,IT,Manager,Graduate,15,130120,5,82.86,65,1,No
1529,28,Other,HR,Associate,PhD,16,140665,1,77.0,37,1,No
1530,31,Other,IT,Senior Manager,Graduate,33,110727,3,84.29,95,1,No
1531,33,Female,Marketing,Associate,Diploma,9,145845,3,76.97,76,3,Yes
1532,37,Male,IT,Team Lead,Diploma,10,49627,4,70.04,56,3,No
1533,28,Female,Sales,Executive,Post Graduate,27,73694,4,70.15,46,1,Yes
1534,41,Female,Sales,Senior Manager,PhD,26,18919,2,94.59,54,2,No
1535,38,Other,Finance,Associate,High School,17,119694,3,66.26,87,2,Yes
1536,50,Male,Finance,Executive,PhD,29,48316,3,64.92,1,1,No
1537,38,Female,IT,Team Lead,High School,12,133262,2,63.88,82,3,No
1538,51,Male,HR,Manager,Graduate,15,75982,1,62.97,17,2,No
1539,58,Male,HR,Analyst,High School,1,15166,3,60.58,65,1,No
1540,52,Female,Marketing,Executive,Graduate,19,33784,3,66.42,89,1,No
1541,31,Male,HR,Manager,PhD,11,57607,4,67.71,56,0,Yes
1542,45,Other,Finance,Executive,PhD,28,132877,2,70.79,63,1,No
1543,53,Other,HR,Executive,Post Graduate,7,142328,2,64.96,87,3,No
1544,58,Other,Marketing,Executive,Post Graduate,19,83157,4,63.77,26,0,No
1545,28,Other,Sales,Team Lead,Graduate,34,51169,3,81.66,52,0,Yes
1546,31,Male,HR,Senior Manager,Graduate,30,119770,5,88.75,58,2,No
1547,42,Other,HR,Executive,Diploma,15,110729,2,85.21,28,0,No
1548,44,Female,Finance,Team Lead,Diploma,22,15542,3,82.27,71,3,No
1549,37,Other,IT,Analyst,Diploma,33,45246,1,77.62,94,2,No
1550,32,Female,Sales,Senior Manager,PhD,31,59544,2,85.36,97,2,No
1551,52,Female,IT,Team Lead,High School,16,122063,4,96.07,13,1,No
1552,35,Other,Marketing,Analyst,Graduate,23,136700,2,85.1,67,3,Yes
1553,36,Other,Marketing,Senior Manager,Post Graduate,34,91473,4,62.43,42,3,No
1554,42,Male,IT,Team Lead,Graduate,22,43250,1,82.82,28,0,No
1555,48,Female,Finance,Analyst,High School,7,115064,3,80.97,56,3,No
1556,40,Other,Operations,Team Lead,Graduate,22,90957,4,78.08,32,2,No
1557,53,Male,Finance,Analyst,Post Graduate,20,86309,4,82.75,20,2,No
1558,30,Other,Operations,Executive,Post Graduate,18,132389,1,86.9,40,3,No
1559,52,Other,Operations,Executive,High School,30,79336,5,61.49,0,0,No
1560,53,Other,Finance,Senior Manager,Post Graduate,6,21310,2,79.21,26,1,No
1561,22,Female,Operations,Analyst,PhD,23,130429,5,92.69,1,3,No
1562,53,Other,Operations,Executive,Post Graduate,7,33618,2,81.23,63,0,No
1563,53,Male,Operations,Senior Manager,High School,12,84072,1,62.71,50,0,Yes
1564,33,Other,Sales,Manager,High School,2,31941,1,91.0,53,0,No
1565,50,Other,Marketing,Executive,Graduate,33,43786,5,97.65,73,1,Yes
1566,53,Male,Operations,Executive,Post Graduate,12,55198,1,94.07,73,1,Yes
1567,33,Male,Marketing,Associate,Post Graduate,31,112274,3,74.5,29,1,No
1568,46,Female,Marketing,Team Lead,High School,34,82346,5,81.39,0,0,No
1569,42,Female,Sales,Manager,Graduate,20,33740,4,83.65,94,1,No
1570,59,Female,Marketing,Analyst,Graduate,0,92885,4,88.63,98,0,No
1571,22,Female,IT,Senior Manager,PhD,1,44377,1,86.64,28,3,No
1572,58,Male,HR,Manager,PhD,25,43015,1,67.96,12,0,No
1573,59,Other,Sales,Analyst,High School,2,67658,2,93.72,72,3,No
1574,46,Other,HR,Executive,Graduate,23,68539,5,93.97,42,3,Yes
1575,35,Other,IT,Associate,Graduate,25,104250,5,76.17,40,1,No
1576,54,Female,Finance,Senior Manager,PhD,7,138626,3,65.24,74,1,No
1577,31,Male,Finance,Senior Manager,PhD,7,103855,4,84.34,87,0,No
1578,23,Male,Operations,Manager,High School,17,129928,4,74.29,88,3,No
1579,26,Male,Finance,Team Lead,Graduate,17,28636,3,89.66,57,3,Yes
1580,29,Other,Sales,Analyst,High School,11,96270,2,72.63,76,2,No
1581,26,Female,Finance,Associate,PhD,1,101940,3,70.52,13,3,No
1582,29,Male,Sales,Associate,Post Graduate,19,106064,2,94.71,40,1,Yes
1583,59,Female,Sales,Manager,PhD,2,145170,2,84.63,66,1,No
1584,51,Male,HR,Team Lead,Graduate,33,61728,2,63.44,53,3,No
1585,52,Female,Finance,Team Lead,High School,5,133627,1,87.57,5,3,No
1586,32,Male,Marketing,Team Lead,Graduate,9,110695,1,90.11,45,0,No
1587,28,Female,Finance,Senior Manager,PhD,23,148646,2,69.41,76,2,No
1588,28,Male,Finance,Analyst,PhD,17,67452,3,98.71,0,2,No
1589,48,Male,Finance,Analyst,Diploma,32,141095,3,74.91,28,0,No
1590,40,Female,Operations,Manager,PhD,6,54715,3,97.62,77,0,No
1591,27,Female,Marketing,Executive,Graduate,28,54669,1,71.74,75,2,Yes
1592,31,Other,Marketing,Manager,High School,18,146406,2,84.37,25,2,No
1593,40,Female,Sales,Analyst,High School,24,61632,4,80.7,57,0,No
1594,36,Male,Marketing,Senior Manager,Diploma,16,82266,3,99.69,86,3,No
1595,24,Male,Sales,Manager,Graduate,2,15911,1,76.33,2,3,No
1596,26,Female,HR,Executive,PhD,23,109278,5,67.17,59,1,No
1597,42,Other,Sales,Associate,Post Graduate,17,110976,2,93.33,13,2,No
1598,46,Female,Finance,Manager,High School,25,140858,3,61.68,97,2,Yes
1599,23,Male,IT,Team Lead,Graduate,20,72339,1,95.4,22,2,No
1600,34,Male,IT,Executive,Diploma,10,143300,5,64.42,61,2,No
1601,31,Other,Operations,Team Lead,Post Graduate,16,124154,2,82.88,9,0,No
1602,38,Female,Finance,Senior Manager,Graduate,20,92122,4,88.54,3,3,No
1603,32,Male,Sales,Analyst,PhD,3,35481,2,73.45,38,3,Yes
1604,43,Male,Finance,Manager,High School,31,30993,2,93.79,73,1,No
1605,32,Male,Operations,Manager,PhD,17,75600,3,83.75,87,2,Yes
1606,33,Female,Marketing,Team Lead,Diploma,27,47783,2,75.81,33,1,No
1607,45,Female,Sales,Team Lead,High School,25,52142,5,73.01,87,3,No
1608,39,Other,Finance,Analyst,Post Graduate,23,69622,5,64.48,24,0,No
1609,56,Male,Marketing,Manager,High School,9,119817,2,85.61,51,3,No
1610,28,Male,Operations,Analyst,PhD,7,75278,2,74.56,14,3,No
1611,49,Other,Marketing,Team Lead,Graduate,1,138257,5,72.82,11,0,No
1612,52,Male,Sales,Associate,Graduate,34,45927,5,98.0,0,0,No
1613,38,Other,Operations,Team Lead,Graduate,20,135173,3,70.91,8,3,No
1614,26,Other,Operations,Executive,Diploma,26,24571,4,95.06,58,3,No
1615,38,Male,Operations,Team Lead,Diploma,22,138633,5,99.0,13,1,No
1616,39,Female,HR,Team Lead,Graduate,31,49075,4,92.91,30,2,Yes
1617,42,Female,Operations,Associate,Post Graduate,25,24850,4,60.78,87,0,No
1618,57,Female,HR,Analyst,PhD,6,85068,5,94.74,52,2,No
1619,52,Female,Marketing,Executive,Post Graduate,32,113357,3,68.54,62,1,Yes
1620,23,Male,HR,Executive,Graduate,16,74404,2,74.13,9,0,No
1621,48,Other,Marketing,Manager,PhD,7,102415,1,99.66,42,0,No
1622,30,Other,HR,Associate,Diploma,16,77723,2,76.2,17,2,No
1623,55,Male,Marketing,Senior Manager,High School,17,80464,1,86.19,66,0,No
1624,49,Female,Marketing,Manager,High School,22,46803,5,72.43,58,3,No
1625,35,Other,Operations,Manager,PhD,11,71355,2,74.78,75,1,No
1626,53,Male,Operations,Manager,Post Graduate,22,75946,2,83.91,98,1,No
1627,27,Male,Marketing,Executive,PhD,32,71575,1,97.93,22,0,No
1628,32,Female,Operations,Analyst,Post Graduate,27,90304,3,71.3,85,0,No
1629,50,Male,Marketing,Team Lead,Post Graduate,22,104883,5,69.89,74,2,No
1630,41,Other,Operations,Executive,High School,6,121270,5,61.05,45,1,No
1631,51,Other,IT,Team Lead,Diploma,1,129915,5,68.08,48,3,No
1632,44,Male,HR,Team Lead,Graduate,0,16984,2,70.5,22,3,No
1633,40,Other,Marketing,Senior Manager,Diploma,3,142499,4,62.52,11,2,No
1634,57,Male,Finance,Manager,Graduate,7,90478,1,82.54,28,1,No
1635,24,Other,Operations,Senior Manager,High School,28,149795,2,65.07,88,1,No
1636,48,Female,Operations,Manager,Graduate,17,87136,3,80.44,87,3,Yes
1637,40,Other,Sales,Executive,Post Graduate,30,147532,3,67.56,58,1,Yes
1638,44,Female,Finance,Team Lead,PhD,5,16208,2,97.43,52,1,No
1639,52,Female,Finance,Senior Manager,Graduate,23,45991,1,72.28,67,1,No
1640,56,Male,IT,Associate,Diploma,14,44794,5,63.72,62,3,No
1641,54,Female,HR,Executive,High School,11,82203,5,93.45,28,0,No
1642,56,Other,IT,Executive,High School,13,90224,4,76.08,2,1,Yes
1643,22,Other,HR,Associate,PhD,26,71891,2,92.8,94,0,No
1644,35,Female,Marketing,Manager,Post Graduate,12,75187,4,72.5,88,0,No
1645,54,Male,IT,Team Lead,Post Graduate,2,126212,3,80.0,36,2,No
1646,56,Female,Sales,Manager,High School,15,37923,5,77.81,62,0,No
1647,26,Other,HR,Manager,Post Graduate,11,138809,5,82.32,22,2,No
1648,59,Other,IT,Executive,PhD,13,87213,4,76.07,48,1,No
1649,32,Female,Sales,Manager,High School,33,100332,2,79.87,85,3,No
1650,23,Female,Finance,Analyst,Post Graduate,30,71858,4,87.17,92,0,Yes
1651,38,Female,Operations,Associate,Graduate,4,113669,3,76.59,99,0,No
1652,41,Other,Marketing,Associate,Graduate,11,20911,2,87.38,76,3,Yes
1653,35,Other,Marketing,Team Lead,Post Graduate,25,82757,3,88.57,2,2,Yes
1654,53,Other,Finance,Associate,Graduate,16,68737,2,89.96,21,2,No
1655,55,Male,IT,Manager,PhD,10,45618,4,78.84,35,2,No
1656,46,Other,Operations,Manager,Diploma,32,30541,1,60.15,9,0,No
1657,28,Other,Finance,Senior Manager,PhD,3,145143,4,90.14,8,1,No
1658,56,Male,Sales,Team Lead,PhD,31,89339,2,96.36,55,2,No
1659,50,Male,Operations,Team Lead,Post Graduate,30,71630,3,86.1,54,2,No
1660,43,Male,HR,Associate,PhD,10,80862,4,80.98,18,3,No
1661,34,Male,IT,Manager,Post Graduate,16,83463,2,82.38,71,1,No
1662,34,Male,Operations,Analyst,High School,26,94063,3,85.63,32,1,Yes
1663,22,Male,HR,Senior Manager,Post Graduate,7,49732,3,99.94,19,1,No
1664,57,Female,Finance,Analyst,Post Graduate,20,73553,3,62.48,93,1,No
1665,25,Female,Marketing,Manager,High School,32,117763,2,60.85,34,1,No
1666,58,Female,Operations,Team Lead,Diploma,4,144948,3,98.57,30,2,Yes
1667,34,Female,Operations,Team Lead,High School,31,125996,3,77.62,82,3,No
1668,59,Other,HR,Analyst,Post Graduate,24,75288,4,84.49,49,2,No
1669,45,Male,HR,Executive,Graduate,7,86817,3,90.14,45,1,No
1670,40,Other,Marketing,Manager,Post Graduate,26,17075,1,89.68,77,3,No
1671,22,Male,HR,Team Lead,High School,25,84737,2,85.89,9,0,No
1672,59,Male,HR,Associate,Post Graduate,28,62260,3,78.88,66,0,No
1673,26,Other,Operations,Executive,High School,8,49024,3,83.04,33,1,No
1674,37,Female,Marketing,Team Lead,PhD,17,72539,5,89.19,50,2,No
1675,45,Other,Marketing,Associate,Diploma,6,140936,4,94.03,91,3,No
1676,48,Other,Operations,Team Lead,Diploma,20,102890,3,65.09,82,3,No
1677,22,Male,Finance,Executive,High School,15,93366,4,71.12,38,2,No
1678,55,Male,Finance,Analyst,Diploma,2,113344,4,75.9,89,1,No
1679,57,Male,Operations,Manager,Graduate,31,126679,1,86.62,67,0,No
1680,25,Female,HR,Executive,Graduate,9,76158,2,75.83,11,0,No
1681,21,Other,IT,Executive,Diploma,31,148931,1,69.56,25,1,No
1682,32,Other,Finance,Team Lead,High School,7,115341,2,61.33,70,3,No
1683,56,Female,Finance,Associate,Graduate,31,58379,5,93.7,66,2,No
1684,43,Other,Operations,Executive,Diploma,3,49442,1,76.76,89,1,No
1685,51,Other,Operations,Manager,Post Graduate,28,61315,4,73.17,1,3,No
1686,31,Male,IT,Analyst,Graduate,11,96695,3,81.23,11,2,No
1687,30,Female,IT,Associate,PhD,18,61951,5,64.92,58,3,No
1688,23,Male,Marketing,Analyst,Graduate,30,23691,2,75.89,31,3,No
1689,34,Female,Operations,Analyst,Diploma,25,33854,1,90.07,50,0,No
1690,36,Male,Finance,Manager,Diploma,5,126803,5,89.44,10,1,No
1691,30,Other,Sales,Team Lead,Diploma,28,104947,1,90.88,31,3,No
1692,49,Female,Sales,Associate,High School,16,76208,4,78.7,63,0,No
1693,30,Female,HR,Associate,High School,19,96435,1,74.76,44,1,No
1694,32,Male,Finance,Manager,Post Graduate,9,95274,2,93.26,78,1,No
1695,50,Female,Sales,Associate,Post Graduate,5,37226,2,66.93,53,2,Yes
1696,21,Other,Finance,Executive,Graduate,31,16257,3,89.01,5,1,No
1697,25,Other,Operations,Senior Manager,Diploma,1,21635,3,95.52,25,0,No
1698,40,Other,Finance,Senior Manager,Post Graduate,9,17972,2,71.45,7,0,Yes
1699,28,Male,Sales,Senior Manager,Diploma,26,85577,2,67.91,7,1,No
1700,32,Female,Finance,Analyst,Graduate,18,103594,2,80.5,37,0,No
1701,21,Male,IT,Associate,High School,15,110543,5,68.66,7,3,Yes
1702,40,Other,HR,Manager,Post Graduate,19,68137,1,94.83,16,3,No
1703,48,Female,Marketing,Associate,PhD,4,16524,5,69.78,82,2,Yes
1704,57,Other,Sales,Manager,PhD,17,87023,4,72.56,2,3,Yes
1705,57,Female,Operations,Associate,PhD,7,60181,3,95.54,40,1,No
1706,32,Female,Marketing,Analyst,PhD,12,53607,1,68.22,72,3,No
1707,57,Male,HR,Executive,PhD,9,45801,3,95.39,52,2,Yes
1708,48,Female,IT,Senior Manager,PhD,18,15381,4,68.39,96,0,No
1709,35,Other,IT,Senior Manager,PhD,30,147876,2,96.47,95,1,No
